Company,Organization,Date,Headline,Article,Relevance
GOOGL,Alphabet Inc,14-09-2015,Russian watchdog says Google violating competition law ,MOSCOW Russia's anti-monopoly agency said on Monday Google Inc was abusing its market position in the country and would face penalties  in a case launched by local competitor Yandex .,topStory
GOOGL,Alphabet Inc,14-09-2015,Russian watchdog says Google violating competition law ,MOSCOW Russia's anti-monopoly agency said on Monday Google Inc  was abusing its market position in the country and would face penalties  in a case launched by local competitor Yandex  .,normal
GOOGL,Alphabet Inc,14-09-2015,UPDATE 2-Russian watchdog says Google violating competition law ,MOSCOW  Sept 14 Russia's anti-monopoly agency said on Monday Google Inc was abusing its market position in the country and would face penalties  in a case launched by local competitor Yandex .,normal
GOOGL,Alphabet Inc,14-09-2015,Google hires Truecar's Krafcik to head its driverless car unit ,Google Inc  said it named auto industry veteran John Krafcik as chief executive of its self-driving car project from late September. | Video ,normal
GOOGL,Alphabet Inc,14-09-2015,Russia's anti-monopoly watchdog says Google violates competition law ,MOSCOW  Sept 14 Russia's anti-monopoly agency said on Monday it had found Google in violation of the country's competition laws.,normal
GOOGL,Alphabet Inc,14-09-2015,Google hires Truecar's Krafcik to head its driverless car unit ,Sept 14 Google Inc said it named auto industry veteran John Krafcik as chief executive of its self-driving car project from late September.,normal
GOOG,Alphabet Inc,15-09-2015,Google does not intend to become a carmaker: executive ,FRANKFURT Google Inc.  does not intend to become a vehicle manufacturer  the company's managing director for Germany  Austria and Switzerland said on Tuesday at the Frankfurt auto show.,topStory
GOOG,Alphabet Inc,15-09-2015,Google does not intend to become a carmaker - executive ,FRANKFURT  Sept 15 Google Inc. does not intend to become a vehicle manufacturer  the company's managing director for Germany  Austria and Switzerland said on Tuesday at the Frankfurt auto show.,normal
GOOG,Alphabet Inc,15-09-2015,NIMH director to leave for Google Life Sciences ,National Institutes of Mental Health (NIMH) director Dr Tom Insel said he will step down in November and join Google Inc's life sciences division.,normal
GOOG,Alphabet Inc,15-09-2015,NIMH director to leave for Google Life Sciences ,Sept 15 National Institutes of Mental Health (NIMH) director Dr Tom Insel said he will step down in November and join Google Inc's life sciences division.,normal
GOOGL,Alphabet Inc,15-09-2015,Google does not intend to become a carmaker: executive ,FRANKFURT Google Inc.  does not intend to become a vehicle manufacturer  the company's managing director for Germany  Austria and Switzerland said on Tuesday at the Frankfurt auto show.,topStory
GOOGL,Alphabet Inc,15-09-2015,Google does not intend to become a carmaker - executive ,FRANKFURT  Sept 15 Google Inc. does not intend to become a vehicle manufacturer  the company's managing director for Germany  Austria and Switzerland said on Tuesday at the Frankfurt auto show.,normal
GOOGL,Alphabet Inc,15-09-2015,NIMH director to leave for Google Life Sciences ,National Institutes of Mental Health (NIMH) director Dr Tom Insel said he will step down in November and join Google Inc's life sciences division.,normal
GOOGL,Alphabet Inc,15-09-2015,NIMH director to leave for Google Life Sciences ,Sept 15 National Institutes of Mental Health (NIMH) director Dr Tom Insel said he will step down in November and join Google Inc's life sciences division.,normal
GOOG,Alphabet Inc,21-09-2015,Exclusive: Shopify  Google boosting presence in BlackBerry's hometown ,TORONTO Tech giants such as Google Inc  and upstarts like Shopify Inc   are rapidly expanding their presence in and around BlackBerry's  hometown of Waterloo  Ontario  even as the smartphone maker further pares back some of its teams.,topStory
GOOG,Alphabet Inc,21-09-2015,France rejects Google appeal on cleaning up search results globally ,PARIS French data privacy regulators took a step towards sanctioning Google  by rejecting the company's request to drop a case against it for refusing to clean up information from its search engine results.,normal
GOOG,Alphabet Inc,21-09-2015,France rejects Google appeal on cleaning up search results globally ,PARIS  Sept 21 French data privacy regulators took a step towards sanctioning Google by rejecting the company's request to drop a case against it for refusing to clean up information from its search engine results.,normal
GOOGL,Alphabet Inc,21-09-2015,Exclusive: Shopify  Google boosting presence in BlackBerry's hometown ,TORONTO Tech giants such as Google Inc  and upstarts like Shopify Inc   are rapidly expanding their presence in and around BlackBerry's  hometown of Waterloo  Ontario  even as the smartphone maker further pares back some of its teams.,topStory
GOOGL,Alphabet Inc,21-09-2015,France rejects Google appeal on cleaning up search results globally ,PARIS French data privacy regulators took a step towards sanctioning Google  by rejecting the company's request to drop a case against it for refusing to clean up information from its search engine results.,normal
GOOGL,Alphabet Inc,21-09-2015,France rejects Google appeal on cleaning up search results globally ,PARIS  Sept 21 French data privacy regulators took a step towards sanctioning Google by rejecting the company's request to drop a case against it for refusing to clean up information from its search engine results.,normal
GOOG,Alphabet Inc,25-09-2015,Google faces renewed U.S. antitrust scrutiny  this time over Android ,WASHINGTON The U.S. Federal Trade Commission has opened a preliminary investigation into whether Google Inc  uses its Android operating system to dominate competitors as more consumers go mobile  two sources familiar with the matter said on Friday.,topStory
GOOG,Alphabet Inc,25-09-2015,Google faces renewed U.S. antitrust scrutiny  this time over Android ,WASHINGTON The U.S. Federal Trade Commission has opened a preliminary investigation into whether Google Inc  uses its Android operating system to dominate competitors as more consumers go mobile  two sources familiar with the matter said on Friday.,normal
GOOG,Alphabet Inc,25-09-2015,Google faces renewed U.S. antitrust scrutiny  this time over Android ,WASHINGTON The U.S. Federal Trade Commission has opened a preliminary investigation into whether Google Inc  uses its Android operating system to dominate competitors as more consumers go mobile  two sources familiar with the matter said on Friday.,normal
GOOG,Alphabet Inc,25-09-2015,UPDATE 3-Google faces renewed U.S. antitrust scrutiny  this time over Android ,WASHINGTON  Sept 25 The U.S. Federal Trade Commission has opened a preliminary investigation into whether Google Inc uses its Android operating system to dominate competitors as more consumers go mobile  two sources familiar with the matter said on Friday.,normal
GOOG,Alphabet Inc,25-09-2015,UPDATE 1-Google mobile Android operating system under U.S. antitrust scanner ,Sept 25 The U.S. Federal Trade Commission is investigating whether Google Inc is using its Android mobile operating system to stifle competition  a source familiar with the matter said on Friday.,normal
GOOG,Alphabet Inc,25-09-2015,Google  Samsung defeat anti-piracy infringement claims ,A Texas federal jury on Wednesday rejected an investment firm's patent infringement claims over the anti-piracy features of Android smartphones and the Google Play app and content service.,normal
GOOGL,Alphabet Inc,25-09-2015,Google faces renewed U.S. antitrust scrutiny  this time over Android ,WASHINGTON The U.S. Federal Trade Commission has opened a preliminary investigation into whether Google Inc  uses its Android operating system to dominate competitors as more consumers go mobile  two sources familiar with the matter said on Friday.,topStory
GOOGL,Alphabet Inc,25-09-2015,Google faces renewed U.S. antitrust scrutiny  this time over Android ,WASHINGTON The U.S. Federal Trade Commission has opened a preliminary investigation into whether Google Inc  uses its Android operating system to dominate competitors as more consumers go mobile  two sources familiar with the matter said on Friday.,normal
GOOGL,Alphabet Inc,25-09-2015,Google faces renewed U.S. antitrust scrutiny  this time over Android ,WASHINGTON The U.S. Federal Trade Commission has opened a preliminary investigation into whether Google Inc  uses its Android operating system to dominate competitors as more consumers go mobile  two sources familiar with the matter said on Friday.,normal
GOOGL,Alphabet Inc,25-09-2015,UPDATE 3-Google faces renewed U.S. antitrust scrutiny  this time over Android ,WASHINGTON  Sept 25 The U.S. Federal Trade Commission has opened a preliminary investigation into whether Google Inc uses its Android operating system to dominate competitors as more consumers go mobile  two sources familiar with the matter said on Friday.,normal
GOOGL,Alphabet Inc,25-09-2015,UPDATE 1-Google mobile Android operating system under U.S. antitrust scanner ,Sept 25 The U.S. Federal Trade Commission is investigating whether Google Inc is using its Android mobile operating system to stifle competition  a source familiar with the matter said on Friday.,normal
GOOGL,Alphabet Inc,25-09-2015,Google  Samsung defeat anti-piracy infringement claims ,A Texas federal jury on Wednesday rejected an investment firm's patent infringement claims over the anti-piracy features of Android smartphones and the Google Play app and content service.,normal
GOOG,Alphabet Inc,29-09-2015,Google unveils latest Nexus phones  tablet ,Google Inc  unveiled its new Nexus phones on Tuesday in its latest attempt to take a bite out of Apple's dominant share of the smartphone market.,topStory
GOOG,Alphabet Inc,29-09-2015,Google unveils latest Nexus phones  tablet ,Google Inc unveiled its new Nexus phones on Tuesday in its latest attempt to take a bite out of Apple's dominant share of the smartphone market.,normal
GOOG,Alphabet Inc,29-09-2015,UPDATE 3-Google unveils latest Nexus phones  tablet ,Sept 29 Google Inc unveiled its new Nexus phones on Tuesday in its latest attempt to take a bite out of Apple's dominant share of the smartphone market.,normal
GOOG,Alphabet Inc,29-09-2015,Google unveils two Nexus smartphones ,Sept 29 Google Inc unveiled its new Nexus smartphones on Tuesday  the Nexus 6P and the Nexus 5X.,normal
GOOGL,Alphabet Inc,29-09-2015,Google unveils latest Nexus phones  tablet ,Google Inc  unveiled its new Nexus phones on Tuesday in its latest attempt to take a bite out of Apple's dominant share of the smartphone market.,topStory
GOOGL,Alphabet Inc,29-09-2015,Google unveils latest Nexus phones  tablet ,Google Inc unveiled its new Nexus phones on Tuesday in its latest attempt to take a bite out of Apple's dominant share of the smartphone market.,normal
GOOGL,Alphabet Inc,29-09-2015,UPDATE 3-Google unveils latest Nexus phones  tablet ,Sept 29 Google Inc unveiled its new Nexus phones on Tuesday in its latest attempt to take a bite out of Apple's dominant share of the smartphone market.,normal
GOOGL,Alphabet Inc,29-09-2015,Google unveils two Nexus smartphones ,Sept 29 Google Inc unveiled its new Nexus smartphones on Tuesday  the Nexus 6P and the Nexus 5X.,normal
GOOG,Alphabet Inc,01-10-2015,MOVES-Two Sigma names Google's Spector as chief technology officer ,Oct 1 Hedge fund Two Sigma hired Google Inc's  Alfred Spector as chief technology officer and head of its engineering unit  effective immediately.,topStory
GOOGL,Alphabet Inc,01-10-2015,MOVES-Two Sigma names Google's Spector as chief technology officer ,Oct 1 Hedge fund Two Sigma hired Google Inc's  Alfred Spector as chief technology officer and head of its engineering unit  effective immediately.,topStory
GOOG,Alphabet Inc,02-10-2015,Bye bye Google  hello Alphabet ,"After U.S. markets closed on Friday  Alphabet replaced Google as the publicly traded company that will house Google's search and Web advertising businesses  maps  YouTube and its ""moonshot"" ventures such as driverless cars.",topStory
GOOG,Alphabet Inc,02-10-2015,CORRECTED-UPDATE 1-Bye bye Google  hello Alphabet ,"After U.S. markets closed on Friday  Alphabet replaced Google as the publicly traded company that will house Google's search and Web advertising businesses  maps  YouTube and its ""moonshot"" ventures such as driverless cars.",normal
GOOG,Alphabet Inc,02-10-2015,Bye bye Google  hello Alphabet ,"After U.S. markets closed on Friday  Alphabet replaced Google as the publicly traded company that will house Google's search and Web advertising businesses  maps  YouTube and its ""moonshot"" ventures such as driverless cars.",normal
GOOG,Alphabet Inc,02-10-2015,Bye bye Google  hello Alphabet ,Oct 2 Google Inc is on the verge of morphing into Alphabet Inc.,normal
GOOGL,Alphabet Inc,02-10-2015,Bye bye Google  hello Alphabet ,"After U.S. markets closed on Friday  Alphabet replaced Google as the publicly traded company that will house Google's search and Web advertising businesses  maps  YouTube and its ""moonshot"" ventures such as driverless cars.",topStory
GOOGL,Alphabet Inc,02-10-2015,CORRECTED-UPDATE 1-Bye bye Google  hello Alphabet ,"After U.S. markets closed on Friday  Alphabet replaced Google as the publicly traded company that will house Google's search and Web advertising businesses  maps  YouTube and its ""moonshot"" ventures such as driverless cars.",normal
GOOGL,Alphabet Inc,02-10-2015,Bye bye Google  hello Alphabet ,"After U.S. markets closed on Friday  Alphabet replaced Google as the publicly traded company that will house Google's search and Web advertising businesses  maps  YouTube and its ""moonshot"" ventures such as driverless cars.",normal
GOOGL,Alphabet Inc,02-10-2015,Bye bye Google  hello Alphabet ,Oct 2 Google Inc is on the verge of morphing into Alphabet Inc.,normal
GOOG,Alphabet Inc,03-10-2015,Bye bye Google  hello Alphabet ,"After U.S. markets closed on Friday  Alphabet replaced Google as the publicly traded company that will house Google's search and Web advertising businesses  maps  YouTube and its ""moonshot"" ventures such as driverless cars.",topStory
GOOGL,Alphabet Inc,03-10-2015,Bye bye Google  hello Alphabet ,"After U.S. markets closed on Friday  Alphabet replaced Google as the publicly traded company that will house Google's search and Web advertising businesses  maps  YouTube and its ""moonshot"" ventures such as driverless cars.",topStory
GOOG,Alphabet Inc,05-10-2015,Russia says Google must correct contracts with mobile manufacturers by November 18 ,MOSCOW Russia's anti-monopoly agency said on Monday that Google Inc had until Nov. 18 to address charges that it was abusing its market position in the country.,topStory
GOOG,Alphabet Inc,05-10-2015,UPDATE 1-Russia says Google must correct contracts with mobile manufacturers by Nov 18 ,MOSCOW  Oct 5 Russia's anti-monopoly agency said on Monday that Google Inc had until Nov. 18 to address charges that it was abusing its market position in the country.,normal
GOOG,Alphabet Inc,05-10-2015,Google takes stake in Wall Street-backed chat company Symphony - WSJ ,Oct 5 Google  which has now morphed into holding company Alphabet Inc  took a stake in Symphony Communication Services LLC in a fundraising round that values the messaging startup at $650 million  the Wall Street Journal reported.,normal
GOOG,Alphabet Inc,05-10-2015,Russia says Google must correct contracts with mobile manufacturers by Nov 18 - IFX ,MOSCOW  Oct 5 Russia's anti-monopoly agency said on Monday that Google Inc must correct its contracts with mobile manufacturers by Nov. 18  Interfax news agency reported.,normal
GOOG,Alphabet Inc,05-10-2015,Shares of Alphabet  the new Google  rise slightly in early trade ,Shares of Alphabet Inc  the new umbrella company for Google Inc  rose slightly in their first few minutes of trading on Monday.,normal
GOOG,Alphabet Inc,05-10-2015,Shares of Alphabet  the new Google  rise slightly in early trade ,Oct 5 Shares of Alphabet Inc   the new umbrella company for Google Inc  rose slightly in their first few minutes of trading on Monday.,normal
GOOGL,Alphabet Inc,05-10-2015,Russia says Google must correct contracts with mobile manufacturers by November 18 ,MOSCOW Russia's anti-monopoly agency said on Monday that Google Inc had until Nov. 18 to address charges that it was abusing its market position in the country.,topStory
GOOGL,Alphabet Inc,05-10-2015,UPDATE 1-Russia says Google must correct contracts with mobile manufacturers by Nov 18 ,MOSCOW  Oct 5 Russia's anti-monopoly agency said on Monday that Google Inc had until Nov. 18 to address charges that it was abusing its market position in the country.,normal
GOOGL,Alphabet Inc,05-10-2015,Google takes stake in Wall Street-backed chat company Symphony - WSJ ,Oct 5 Google  which has now morphed into holding company Alphabet Inc  took a stake in Symphony Communication Services LLC in a fundraising round that values the messaging startup at $650 million  the Wall Street Journal reported.,normal
GOOGL,Alphabet Inc,05-10-2015,Russia says Google must correct contracts with mobile manufacturers by Nov 18 - IFX ,MOSCOW  Oct 5 Russia's anti-monopoly agency said on Monday that Google Inc must correct its contracts with mobile manufacturers by Nov. 18  Interfax news agency reported.,normal
GOOGL,Alphabet Inc,05-10-2015,Shares of Alphabet  the new Google  rise slightly in early trade ,Shares of Alphabet Inc  the new umbrella company for Google Inc  rose slightly in their first few minutes of trading on Monday.,normal
GOOGL,Alphabet Inc,05-10-2015,Shares of Alphabet  the new Google  rise slightly in early trade ,Oct 5 Shares of Alphabet Inc   the new umbrella company for Google Inc  rose slightly in their first few minutes of trading on Monday.,normal
GOOG,Alphabet Inc,09-10-2015,Google says Docs  Drive disruption resolved ,Some of Google Inc's services  including Drive and Docs  which were facing disruptions for a few hours on Friday have been resolved  the company said.,topStory
GOOG,Alphabet Inc,09-10-2015,UPDATE 1-Google says Docs  Drive disruption resolved ,Oct 9 Some of Google Inc's services  including Drive and Docs  which were facing disruptions for a few hours on Friday have been resolved  the company said.,normal
GOOG,Alphabet Inc,09-10-2015,Google says Docs  Drive facing disruptions ,Oct 9 Google Inc said some of its services including Drive and Docs were facing disruptions.,normal
GOOGL,Alphabet Inc,09-10-2015,Google says Docs  Drive disruption resolved ,Some of Google Inc's services  including Drive and Docs  which were facing disruptions for a few hours on Friday have been resolved  the company said.,topStory
GOOGL,Alphabet Inc,09-10-2015,UPDATE 1-Google says Docs  Drive disruption resolved ,Oct 9 Some of Google Inc's services  including Drive and Docs  which were facing disruptions for a few hours on Friday have been resolved  the company said.,normal
GOOGL,Alphabet Inc,09-10-2015,Google says Docs  Drive facing disruptions ,Oct 9 Google Inc said some of its services including Drive and Docs were facing disruptions.,normal
GOOG,Alphabet Inc,14-10-2015,Twitter poaches Google executive Kordestani for chairman post ,BENGALURU/SAN FRANCISCO Twitter Inc  lured Google Inc executive Omid Kordestani to become the social media company's executive chairman  the latest step in the company's turnaround efforts under Jack Dorsey  who last week was named permanent CEO.,topStory
GOOGL,Alphabet Inc,14-10-2015,Twitter poaches Google executive Kordestani for chairman post ,BENGALURU/SAN FRANCISCO Twitter Inc  lured Google Inc executive Omid Kordestani to become the social media company's executive chairman  the latest step in the company's turnaround efforts under Jack Dorsey  who last week was named permanent CEO.,topStory
GOOG,Alphabet Inc,16-10-2015,Google book-scanning project legal  says U.S. appeals court ,NEW YORK A U.S. appeals court ruled on Friday that Google's massive effort to scan millions of books for an online library does not violate copyright law  rejecting claims from a group of authors that the project illegally deprives them of revenue.,topStory
GOOG,Alphabet Inc,16-10-2015,UPDATE 2-Google book-scanning project legal  says U.S. appeals court ,NEW YORK  Oct 16 A U.S. appeals court ruled on Friday that Google's massive effort to scan millions of books for an online library does not violate copyright law  rejecting claims from a group of authors that the project illegally deprives them of revenue.,normal
GOOGL,Alphabet Inc,16-10-2015,Google book-scanning project legal  says U.S. appeals court ,NEW YORK A U.S. appeals court ruled on Friday that Google's massive effort to scan millions of books for an online library does not violate copyright law  rejecting claims from a group of authors that the project illegally deprives them of revenue.,topStory
GOOGL,Alphabet Inc,16-10-2015,UPDATE 2-Google book-scanning project legal  says U.S. appeals court ,NEW YORK  Oct 16 A U.S. appeals court ruled on Friday that Google's massive effort to scan millions of books for an online library does not violate copyright law  rejecting claims from a group of authors that the project illegally deprives them of revenue.,normal
GOOG,Alphabet Inc,19-10-2015,Deutsche Telekom to file antitrust complaint against Google: NYT ,Deutsche Telekom AG is expected to file an antitrust complaint with European competition authorities against Google Inc  the New York Times reported on Monday  citing people with direct knowledge of the discussions.,topStory
GOOG,Alphabet Inc,19-10-2015,Google offering free Apps for Work to some customers ,SAN FRANCISCO Google Inc announced on Monday that it will offer its Apps for Work suite free to businesses currently locked into agreements with other office software vendors.,normal
GOOG,Alphabet Inc,19-10-2015,Google offering free Apps for Work to some customers ,SAN FRANCISCO  Oct 19 Google Inc  announced on Monday that it will offer its Apps for Work suite free to businesses currently locked into agreements with other office software vendors.,normal
GOOGL,Alphabet Inc,19-10-2015,Deutsche Telekom to file antitrust complaint against Google: NYT ,Deutsche Telekom AG is expected to file an antitrust complaint with European competition authorities against Google Inc  the New York Times reported on Monday  citing people with direct knowledge of the discussions.,topStory
GOOGL,Alphabet Inc,19-10-2015,Google offering free Apps for Work to some customers ,SAN FRANCISCO Google Inc announced on Monday that it will offer its Apps for Work suite free to businesses currently locked into agreements with other office software vendors.,normal
GOOGL,Alphabet Inc,19-10-2015,Google offering free Apps for Work to some customers ,SAN FRANCISCO  Oct 19 Google Inc  announced on Monday that it will offer its Apps for Work suite free to businesses currently locked into agreements with other office software vendors.,normal
GOOG,Alphabet Inc,20-10-2015,Yahoo signs ad pact with Google; earnings and revenue miss ,Yahoo Inc  said on Tuesday it had signed a search advertising deal with Google Inc  providing a potential boost to Marissa Mayer's efforts to turn around the company  which also reported revenue and profit that fell short of market estimates. | Video ,topStory
GOOG,Alphabet Inc,20-10-2015,UPDATE 3-Yahoo signs ad pact with Google; earnings and revenue miss ,Oct 20 Yahoo Inc said on Tuesday it had signed a search advertising deal with Google Inc  providing a potential boost to Marissa Mayer's efforts to turn around the company  which also reported revenue and profit that fell short of market estimates.,normal
GOOG,Alphabet Inc,20-10-2015,UPDATE 1-Google takes minority stake in $300 mln China start-up Mobvoi ,BEIJING  Oct 20 Google will take a minority stake in Beijing-based artificial intelligence firm Mobvoi as part of a $75 million fundraising round  the start-up said on Tuesday  as the U.S. search giant tries to rebuild its presence in China.,normal
GOOGL,Alphabet Inc,20-10-2015,Yahoo signs ad pact with Google; earnings and revenue miss ,Yahoo Inc  said on Tuesday it had signed a search advertising deal with Google Inc  providing a potential boost to Marissa Mayer's efforts to turn around the company  which also reported revenue and profit that fell short of market estimates. | Video ,topStory
GOOGL,Alphabet Inc,20-10-2015,UPDATE 3-Yahoo signs ad pact with Google; earnings and revenue miss ,Oct 20 Yahoo Inc said on Tuesday it had signed a search advertising deal with Google Inc  providing a potential boost to Marissa Mayer's efforts to turn around the company  which also reported revenue and profit that fell short of market estimates.,normal
GOOGL,Alphabet Inc,20-10-2015,UPDATE 1-Google takes minority stake in $300 mln China start-up Mobvoi ,BEIJING  Oct 20 Google will take a minority stake in Beijing-based artificial intelligence firm Mobvoi as part of a $75 million fundraising round  the start-up said on Tuesday  as the U.S. search giant tries to rebuild its presence in China.,normal
GOOG,Alphabet Inc,22-10-2015,Alphabet  formerly Google  sets share buyback  shares jump ,SAN FRANCISCO Alphabet Inc  known until recently as Google Inc  introduced its first share buyback and beat Wall Street's profit forecast on Thursday  sending its stock to its highest-ever level in after-hours trading.,topStory
GOOG,Alphabet Inc,22-10-2015,UPDATE 3-Alphabet  formerly Google  sets share buyback  shares jump ,SAN FRANCISCO  Oct 22 Alphabet Inc  known until recently as Google Inc  introduced its first share buyback and beat Wall Street's profit forecast on Thursday  sending its stock to its highest-ever level in after-hours trading.,normal
GOOG,Alphabet Inc,22-10-2015,Alphabet  formerly Google  reports 13 pct rise in revenue ,Oct 22 Alphabet Inc  known until recently as Google Inc  reported a 13 percent rise in quarterly revenue  boosted by strong advertising sales driven by YouTube and mobile search.,normal
GOOGL,Alphabet Inc,22-10-2015,Alphabet  formerly Google  sets share buyback  shares jump ,SAN FRANCISCO Alphabet Inc  known until recently as Google Inc  introduced its first share buyback and beat Wall Street's profit forecast on Thursday  sending its stock to its highest-ever level in after-hours trading.,topStory
GOOGL,Alphabet Inc,22-10-2015,UPDATE 3-Alphabet  formerly Google  sets share buyback  shares jump ,SAN FRANCISCO  Oct 22 Alphabet Inc  known until recently as Google Inc  introduced its first share buyback and beat Wall Street's profit forecast on Thursday  sending its stock to its highest-ever level in after-hours trading.,normal
GOOGL,Alphabet Inc,22-10-2015,Alphabet  formerly Google  reports 13 pct rise in revenue ,Oct 22 Alphabet Inc  known until recently as Google Inc  reported a 13 percent rise in quarterly revenue  boosted by strong advertising sales driven by YouTube and mobile search.,normal
GOOG,Alphabet Inc,23-10-2015,Alphabet  formerly Google  sets share buyback  shares jump ,SAN FRANCISCO Alphabet Inc   the new holding company for Google   introduced its first share buyback and beat Wall Street's profit forecast on Thursday  helped by solid progress in mobile and video advertising  sending the stock to its highest-ever level in after-hours trading.,normal
GOOG,Alphabet Inc,23-10-2015,Alphabet  formerly Google  sets share buyback  shares jump ,SAN FRANCISCO Alphabet Inc  the new holding company for Google   introduced its first share buyback and beat Wall Street's profit forecast on Thursday  helped by solid progress in mobile and video advertising  sending the stock to its highest-ever level in after-hours trading.,normal
GOOG,Alphabet Inc,23-10-2015,UPDATE 4-Alphabet  formerly Google  sets share buyback  shares jump ,SAN FRANCISCO  Oct 22 Alphabet Inc  the new holding company for Google   introduced its first share buyback and beat Wall Street's profit forecast on Thursday  helped by solid progress in mobile and video advertising  sending the stock to its highest-ever level in after-hours trading.,normal
GOOGL,Alphabet Inc,23-10-2015,Alphabet  formerly Google  sets share buyback  shares jump ,SAN FRANCISCO Alphabet Inc   the new holding company for Google   introduced its first share buyback and beat Wall Street's profit forecast on Thursday  helped by solid progress in mobile and video advertising  sending the stock to its highest-ever level in after-hours trading.,normal
GOOGL,Alphabet Inc,23-10-2015,Alphabet  formerly Google  sets share buyback  shares jump ,SAN FRANCISCO Alphabet Inc  the new holding company for Google   introduced its first share buyback and beat Wall Street's profit forecast on Thursday  helped by solid progress in mobile and video advertising  sending the stock to its highest-ever level in after-hours trading.,normal
GOOGL,Alphabet Inc,23-10-2015,UPDATE 4-Alphabet  formerly Google  sets share buyback  shares jump ,SAN FRANCISCO  Oct 22 Alphabet Inc  the new holding company for Google   introduced its first share buyback and beat Wall Street's profit forecast on Thursday  helped by solid progress in mobile and video advertising  sending the stock to its highest-ever level in after-hours trading.,normal
GOOG,Alphabet Inc,26-10-2015,Barry Diller's IAC extends partnership with Google ,Media mogul Barry Diller's IAC/InterActiveCorp said it has extend its partnership with Alphabet Inc's Google through March 2020.,topStory
GOOGL,Alphabet Inc,26-10-2015,Barry Diller's IAC extends partnership with Google ,Media mogul Barry Diller's IAC/InterActiveCorp said it has extend its partnership with Alphabet Inc's Google through March 2020.,topStory
GOOG,Alphabet Inc,30-10-2015,Google sued by express delivery driver seeking wages ,SAN FRANCISCO  Oct 30 A driver for Google's  same day delivery service filed a proposed class action lawsuit against the company on Friday  alleging it improperly classified her as an independent contractor and owes expenses.,topStory
GOOGL,Alphabet Inc,30-10-2015,Google sued by express delivery driver seeking wages ,SAN FRANCISCO  Oct 30 A driver for Google's  same day delivery service filed a proposed class action lawsuit against the company on Friday  alleging it improperly classified her as an independent contractor and owes expenses.,topStory
GOOG,Alphabet Inc,31-10-2015,Google sued by express delivery driver seeking wages ,SAN FRANCISCO A driver for Google's  same day delivery service filed a proposed class action lawsuit against the company on Friday  alleging it improperly classified her as an independent contractor and owes expenses.,topStory
GOOG,Alphabet Inc,31-10-2015,Google sued by express delivery driver seeking wages ,SAN FRANCISCO A driver for Google's same day delivery service filed a proposed class action lawsuit against the company on Friday  alleging it improperly classified her as an independent contractor and owes expenses.,normal
GOOGL,Alphabet Inc,31-10-2015,Google sued by express delivery driver seeking wages ,SAN FRANCISCO A driver for Google's  same day delivery service filed a proposed class action lawsuit against the company on Friday  alleging it improperly classified her as an independent contractor and owes expenses.,topStory
GOOGL,Alphabet Inc,31-10-2015,Google sued by express delivery driver seeking wages ,SAN FRANCISCO A driver for Google's same day delivery service filed a proposed class action lawsuit against the company on Friday  alleging it improperly classified her as an independent contractor and owes expenses.,normal
GOOG,Alphabet Inc,02-11-2015,UPDATE 1-Google aims to begin drone package deliveries in 2017 ,WASHINGTON  Nov 2 Internet giant Alphabet Inc   the new holding company for Google  expects to begin delivering packages to consumers via drones sometime in 2017  the executive in charge of Google's drone effort said on Monday.,topStory
GOOGL,Alphabet Inc,02-11-2015,UPDATE 1-Google aims to begin drone package deliveries in 2017 ,WASHINGTON  Nov 2 Internet giant Alphabet Inc   the new holding company for Google  expects to begin delivering packages to consumers via drones sometime in 2017  the executive in charge of Google's drone effort said on Monday.,topStory
GOOG,Alphabet Inc,03-11-2015,Flipkart hires Google executive to head consumer experience ,Flipkart  India's biggest online marketplace  said it hired Google executive Surojit Chatterjee to head consumer experience across desktop and mobile.,topStory
GOOG,Alphabet Inc,03-11-2015,Flipkart hires Google executive to head consumer experience ,Nov 3 Flipkart  India's biggest online marketplace  said it hired Google executive Surojit Chatterjee to head consumer experience across desktop and mobile.,normal
GOOG,Alphabet Inc,03-11-2015,Google aims to begin drone package deliveries in 2017 ,WASHINGTON Internet giant Alphabet Inc   the new holding company for Google  expects to begin delivering packages to consumers via drones sometime in 2017  the executive in charge of its drone effort said on Monday.,normal
GOOG,Alphabet Inc,03-11-2015,Google aims to begin drone package deliveries in 2017 ,WASHINGTON Internet giant Alphabet Inc   the new holding company for Google  expects to begin delivering packages to consumers via drones sometime in 2017  the executive in charge of its drone effort said on Monday.,normal
GOOG,Alphabet Inc,03-11-2015,UPDATE 2-Google aims to begin drone package deliveries in 2017 ,WASHINGTON  Nov 2 Internet giant Alphabet Inc   the new holding company for Google  expects to begin delivering packages to consumers via drones sometime in 2017  the executive in charge of its drone effort said on Monday.,normal
GOOGL,Alphabet Inc,03-11-2015,Flipkart hires Google executive to head consumer experience ,Flipkart  India's biggest online marketplace  said it hired Google executive Surojit Chatterjee to head consumer experience across desktop and mobile.,topStory
GOOGL,Alphabet Inc,03-11-2015,Flipkart hires Google executive to head consumer experience ,Nov 3 Flipkart  India's biggest online marketplace  said it hired Google executive Surojit Chatterjee to head consumer experience across desktop and mobile.,normal
GOOGL,Alphabet Inc,03-11-2015,Google aims to begin drone package deliveries in 2017 ,WASHINGTON Internet giant Alphabet Inc   the new holding company for Google  expects to begin delivering packages to consumers via drones sometime in 2017  the executive in charge of its drone effort said on Monday.,normal
