Company,Organization,Date,Headline,Article,Relevance
GOOG,Alphabet Inc,06-04-2015,Google says working to restore YouTube service in Turkey ,FRANKFURT  April 6 Google has seen reports that YouTube is blocked in Turkey and is working to restore its video-sharing service  a company spokesman said on Monday.,normal
GOOG,Alphabet Inc,06-04-2015,Consumers withdraw U.S. lawsuit against Google over Android app limits ,April 3 Plaintiffs in an antitrust lawsuit against Google Inc on Friday withdrew their case accusing the search engine company of harming smartphone buyers by forcing handset makers using Android operating system to make Google's own applications the default option.,normal
GOOGL,Alphabet Inc,06-04-2015,Google says working to restore YouTube service in Turkey ,FRANKFURT Google  has seen reports that YouTube is blocked in Turkey and is working to restore its video-sharing service  a company spokesman said on Monday.,normal
GOOGL,Alphabet Inc,06-04-2015,Google says working to restore YouTube service in Turkey ,FRANKFURT  April 6 Google has seen reports that YouTube is blocked in Turkey and is working to restore its video-sharing service  a company spokesman said on Monday.,normal
GOOGL,Alphabet Inc,06-04-2015,Consumers withdraw U.S. lawsuit against Google over Android app limits ,April 3 Plaintiffs in an antitrust lawsuit against Google Inc on Friday withdrew their case accusing the search engine company of harming smartphone buyers by forcing handset makers using Android operating system to make Google's own applications the default option.,normal
GOOG,Alphabet Inc,08-04-2015,Court questions Google on patent values in Microsoft case ,SAN FRANCISCO A U.S. appeals court appeared skeptical on Wednesday toward Google Inc's bid to charge Microsoft Corp a high royalty rate to use some of the Internet search provider's Motorola Mobility patents.,topStory
GOOG,Alphabet Inc,08-04-2015,Court questions Google on patent values in Microsoft case ,SAN FRANCISCO A U.S. appeals court appeared skeptical on Wednesday toward Google Inc's bid to charge Microsoft Corp a high royalty rate to use some of the Internet search provider's Motorola Mobility patents.,normal
GOOG,Alphabet Inc,08-04-2015,Court questions Google on patent values in Microsoft case ,SAN FRANCISCO  April 8 A U.S. appeals court appeared skeptical on Wednesday toward Google Inc's  bid to charge Microsoft Corp a high royalty rate to use some of the Internet search provider's Motorola Mobility patents.,normal
GOOGL,Alphabet Inc,08-04-2015,Court questions Google on patent values in Microsoft case ,SAN FRANCISCO A U.S. appeals court appeared skeptical on Wednesday toward Google Inc's bid to charge Microsoft Corp a high royalty rate to use some of the Internet search provider's Motorola Mobility patents.,topStory
GOOGL,Alphabet Inc,08-04-2015,Court questions Google on patent values in Microsoft case ,SAN FRANCISCO A U.S. appeals court appeared skeptical on Wednesday toward Google Inc's bid to charge Microsoft Corp a high royalty rate to use some of the Internet search provider's Motorola Mobility patents.,normal
GOOGL,Alphabet Inc,08-04-2015,Court questions Google on patent values in Microsoft case ,SAN FRANCISCO  April 8 A U.S. appeals court appeared skeptical on Wednesday toward Google Inc's  bid to charge Microsoft Corp a high royalty rate to use some of the Internet search provider's Motorola Mobility patents.,normal
GOOG,Alphabet Inc,14-04-2015,Google licenses patents from company behind Netflix  Apple suits ,Although its streaming media rivals Netflix and Apple have faced the Kudelski Group in court over accusations of patent infringement  Google has decided to license the Swiss company's portfolio  Kudelski announced on Tuesday.,topStory
GOOG,Alphabet Inc,14-04-2015,EU to announce antitrust moves against Google on Wednesday: papers ,BRUSSELS The European Union will accuse Google on Wednesday of abusing its dominant position in Internet searches  opening the U.S. tech company up to a risk of massive fines and enforced changes in its business model  the Financial Times and Wall Street Journal said on Tuesday.,normal
GOOG,Alphabet Inc,14-04-2015,EU antitrust charge sheet against Google could take several months: sources ,BRUSSELS EU competition regulators will not have a formal antitrust charge sheet against Google ready for Wednesday and it could still take several months to draw up  two sources familiar with the matter said.,normal
GOOG,Alphabet Inc,14-04-2015,EU antitrust charge sheet against Google could take several months - sources ,BRUSSELS  April 14 EU competition regulators will not have a formal antitrust charge sheet against Google  ready for Wednesday and it could still take several months to draw up  two sources familiar with the matter said.,normal
GOOG,Alphabet Inc,14-04-2015,Google could hear more on EU case on Wednesday -EU officials ,BRUSSELS  April 14 Google may learn more on Wednesday about how Europe's antitrust chief will treat complaints about its market dominance  according to EU officials who said Margrethe Vestager was likely to make an announcement.,normal
GOOG,Alphabet Inc,14-04-2015,BRIEF-Kudelski Group and Google enter into patent cross license agreement ,* Kudelski Group and Google enter into patent cross license agreement  Source text for Eikon:,normal
GOOGL,Alphabet Inc,14-04-2015,Google licenses patents from company behind Netflix  Apple suits ,Although its streaming media rivals Netflix and Apple have faced the Kudelski Group in court over accusations of patent infringement  Google has decided to license the Swiss company's portfolio  Kudelski announced on Tuesday.,topStory
GOOGL,Alphabet Inc,14-04-2015,EU to announce antitrust moves against Google on Wednesday: papers ,BRUSSELS The European Union will accuse Google on Wednesday of abusing its dominant position in Internet searches  opening the U.S. tech company up to a risk of massive fines and enforced changes in its business model  the Financial Times and Wall Street Journal said on Tuesday.,normal
GOOGL,Alphabet Inc,14-04-2015,EU antitrust charge sheet against Google could take several months: sources ,BRUSSELS EU competition regulators will not have a formal antitrust charge sheet against Google ready for Wednesday and it could still take several months to draw up  two sources familiar with the matter said.,normal
GOOGL,Alphabet Inc,14-04-2015,EU antitrust charge sheet against Google could take several months - sources ,BRUSSELS  April 14 EU competition regulators will not have a formal antitrust charge sheet against Google  ready for Wednesday and it could still take several months to draw up  two sources familiar with the matter said.,normal
GOOGL,Alphabet Inc,14-04-2015,Google could hear more on EU case on Wednesday -EU officials ,BRUSSELS  April 14 Google may learn more on Wednesday about how Europe's antitrust chief will treat complaints about its market dominance  according to EU officials who said Margrethe Vestager was likely to make an announcement.,normal
GOOGL,Alphabet Inc,14-04-2015,BRIEF-Kudelski Group and Google enter into patent cross license agreement ,* Kudelski Group and Google enter into patent cross license agreement  Source text for Eikon:,normal
GOOG,Alphabet Inc,15-04-2015,EU accuses Google of hurting consumers  competitors in Web search case ,BRUSSELS The European Union accused Google Inc on Wednesday of cheating consumers and competitors by distorting Web search results to favor its own shopping service  after a five-year investigation that could change the rules for business online. | Video ,topStory
GOOG,Alphabet Inc,15-04-2015,Past EU antitrust probes show Google stock may languish ,NEW YORK The European Union launched an antitrust probe on Wednesday into Google Inc's Android system  and if recent history is any indicator  the shares of the Internet services company might have trouble until the issue is resolved.,normal
GOOG,Alphabet Inc,15-04-2015,UPDATE 7-EU accuses Google of hurting consumers  competitors in Web search case ,* EU sends Google antitrust charge sheet over shopping searches,normal
GOOG,Alphabet Inc,15-04-2015,UPDATE 1-Past EU antitrust probes show Google stock may languish ,NEW YORK  April 15 The European Union launched an antitrust probe on Wednesday into Google Inc's  Android system  and if recent history is any indicator  the shares of the Internet services company might have trouble until the issue is resolved.,normal
GOOG,Alphabet Inc,15-04-2015,Google rivals urge U.S. Justice Department to probe Android -sources ,WASHINGTON/SAN FRANCISCO Google Inc  competitors are pushing U.S. antitrust enforcers to investigate allegations the Internet services company unfairly uses its Android system to win online advertising  two people with knowledge of the matter said.,normal
GOOG,Alphabet Inc,15-04-2015,Google rivals urge U.S. Justice Department to probe Android: sources ,WASHINGTON/SAN FRANCISCO Google Inc competitors are pushing U.S. antitrust enforcers to investigate allegations the Internet services company unfairly uses its Android system to win online advertising  two people with knowledge of the matter said.,normal
GOOG,Alphabet Inc,15-04-2015,Google rivals urge U.S. Justice Department to probe Android -sources ,WASHINGTON/SAN FRANCISCO  April 15 Google Inc  competitors are pushing U.S. antitrust enforcers to investigate allegations the Internet services company unfairly uses its Android system to win online advertising  two people with knowledge of the matter said.,normal
